application_name,date,time_stamp,server_name,cpu_usage,memory_usage,disk_io,network_in,network_out,response_time_ms,error_rate,requests_per_minute
BondWatch,2025-05-31,08:31:55,srv-db01,79.86,5980.91,73.56,95.44,51.55,222.52,0.105,1221
EquityInsight,2025-05-31,08:41:55,srv-db02,23.34,11781.24,66.72,44.38,91.46,744.69,1.569,1580
EquityInsight,2025-05-31,08:51:55,srv-cache01,41.75,7329.79,56.7,1.56,13.13,208.36,4.051,2845
EquityInsight,2025-05-31,09:01:55,srv-web01,75.79,14961.27,58.41,9.67,85.2,926.14,4.51,9922
OptionMaster,2025-05-31,09:11:55,srv-cache01,85.46,11300.77,4.78,8.18,14.07,95.48,3.087,4728
StockTraderPro,2025-05-31,09:21:55,srv-app02,59.81,7397.38,16.92,56.42,74.3,847.44,4.216,393
LoanLogic,2025-05-31,09:31:55,srv-app02,11.21,12843.67,7.52,10.73,57.91,86.99,3.225,6945
MarketAnalyzer,2025-05-31,09:41:55,srv-cache01,29.04,14080.2,1.62,47.91,98.54,570.01,0.61,3086
EquityInsight,2025-05-31,09:51:55,srv-cache01,72.09,12529.36,1.48,18.9,55.23,425.25,0.996,3790
OptionMaster,2025-05-31,10:01:55,srv-db01,30.82,11283.21,98.26,30.17,62.65,860.47,0.56,6543
TradeStream,2025-05-31,10:11:55,srv-web01,49.54,915.42,77.32,40.0,48.48,589.92,4.015,886
MarketAnalyzer,2025-05-31,10:21:55,srv-app01,80.3,9567.99,7.06,84.12,40.37,743.92,1.236,2311
PortfolioPro,2025-05-31,10:31:55,srv-app02,54.12,15076.05,22.77,8.77,48.88,800.56,3.52,8690
FinTransact,2025-05-31,10:41:55,srv-app02,68.08,14599.28,52.8,97.0,12.43,994.36,3.142,1069
OptionMaster,2025-05-31,10:51:55,srv-db01,64.51,15153.38,14.39,12.97,51.39,878.49,4.277,3131
LoanLogic,2025-05-31,11:01:55,srv-app01,28.97,14123.61,43.84,90.35,0.61,286.59,4.266,9629
BondWatch,2025-05-31,11:11:55,srv-app02,35.23,7231.26,58.46,83.05,46.42,298.09,3.945,153
RiskGuardian,2025-05-31,11:21:55,srv-app01,74.77,12392.15,59.89,11.62,53.22,721.42,0.627,4061
PortfolioPro,2025-05-31,11:31:55,srv-db01,21.18,9270.9,89.27,83.43,43.66,238.32,0.261,7962
PortfolioPro,2025-05-31,11:41:55,srv-db01,73.04,7200.23,56.36,66.81,39.65,237.24,1.173,4226
FinTransact,2025-05-31,11:51:55,srv-web01,66.54,1455.95,15.5,10.8,9.96,972.21,2.349,3865
StockTraderPro,2025-05-31,12:01:55,srv-db01,16.68,1998.65,76.2,16.71,63.86,436.48,0.149,3720
LoanLogic,2025-05-31,12:11:55,srv-db02,83.54,14492.3,19.01,14.14,30.44,477.87,0.988,7588
LoanLogic,2025-05-31,12:21:55,srv-db01,27.2,719.05,4.83,70.64,99.26,374.97,4.27,8241
ForexPulse,2025-05-31,12:31:55,srv-db01,23.64,2042.37,79.52,41.04,97.19,640.46,4.834,3962
BondWatch,2025-05-31,12:41:55,srv-db01,14.75,5239.33,76.01,90.26,71.37,94.79,1.096,8506
RiskGuardian,2025-05-31,12:51:55,srv-app02,93.59,3790.8,96.72,24.21,29.28,386.76,1.384,9510
CryptoFlow,2025-05-31,13:01:55,srv-db01,71.15,2291.2,65.64,8.62,2.79,37.85,0.308,2513
CryptoFlow,2025-05-31,13:11:55,srv-db02,31.72,11511.17,69.02,75.06,64.04,398.71,3.07,8017
BondWatch,2025-05-31,13:21:55,srv-app01,28.52,7512.62,95.5,95.49,63.0,558.44,4.433,4712
EquityInsight,2025-05-31,13:31:55,srv-app01,88.71,11266.3,11.99,74.41,92.29,799.86,0.336,5158
RiskGuardian,2025-05-31,13:41:55,srv-web01,28.28,5766.13,2.76,61.71,92.8,783.39,4.666,6944
BondWatch,2025-05-31,13:51:55,srv-web01,13.09,9337.45,18.15,84.09,44.02,655.41,4.534,4232
ForexPulse,2025-05-31,14:01:55,srv-cache01,36.93,1812.41,67.96,27.18,96.58,141.73,4.514,303
StockTraderPro,2025-05-31,14:11:55,srv-db01,89.05,3185.36,32.64,48.48,20.11,146.05,2.735,5612
PortfolioPro,2025-05-31,14:21:55,srv-cache01,18.36,6485.63,55.65,37.0,49.64,129.73,0.336,3872
PortfolioPro,2025-05-31,14:31:55,srv-app02,10.11,3588.67,46.51,22.68,66.68,280.81,4.206,8220
CryptoFlow,2025-05-31,14:41:55,srv-app01,78.25,14294.47,98.78,1.72,27.32,981.86,1.857,7741
EquityInsight,2025-05-31,14:51:55,srv-cache01,76.32,13207.51,55.01,8.09,89.33,438.37,0.295,7355
TradeStream,2025-05-31,15:01:55,srv-web01,57.11,5260.75,68.05,51.71,62.2,134.99,1.283,6455
TradeStream,2025-05-31,15:11:55,srv-db02,32.57,6425.54,50.11,37.2,90.36,573.83,3.331,8178
OptionMaster,2025-05-31,15:21:55,srv-cache01,16.41,8892.56,67.84,70.49,92.76,274.38,2.484,5628
FinTransact,2025-05-31,15:31:55,srv-cache01,85.1,1527.15,88.79,42.18,26.21,34.68,4.684,8600
RiskGuardian,2025-05-31,15:41:55,srv-cache01,81.8,6117.97,66.82,87.23,8.98,595.22,1.681,4291
FinTransact,2025-05-31,15:51:55,srv-cache01,73.24,3880.18,55.89,49.76,6.13,765.0,3.808,9322
ForexPulse,2025-05-31,16:01:55,srv-web01,86.04,12273.57,75.1,11.84,88.9,308.53,1.645,993
LoanLogic,2025-05-31,16:11:55,srv-cache01,16.8,4787.47,17.72,31.7,45.04,938.78,1.576,7469
EquityInsight,2025-05-31,16:21:55,srv-web01,17.99,6722.14,15.75,2.65,56.99,832.65,1.964,1591
BondWatch,2025-05-31,16:31:55,srv-web01,89.37,1440.72,61.62,12.89,89.95,106.1,4.228,5866
RiskGuardian,2025-05-31,16:41:55,srv-db01,90.58,15967.56,18.17,90.96,93.74,594.07,2.313,5256
TradeStream,2025-05-31,16:51:55,srv-cache01,35.67,7568.01,39.09,74.18,27.08,724.02,4.24,1601
LoanLogic,2025-05-31,17:01:55,srv-app01,56.12,15121.44,86.04,57.85,26.51,973.19,0.31,2098
EquityInsight,2025-05-31,17:11:55,srv-web01,31.72,13784.35,80.74,91.53,70.89,917.6,4.322,5741
OptionMaster,2025-05-31,17:21:55,srv-db02,24.31,4183.36,56.39,85.42,96.12,780.61,0.737,9964
TradeStream,2025-05-31,17:31:55,srv-db02,72.23,1333.96,73.14,18.52,41.74,128.36,0.299,2389
PortfolioPro,2025-05-31,17:41:55,srv-db01,46.29,12182.32,67.85,62.12,30.75,373.49,2.781,5562
TradeStream,2025-05-31,17:51:55,srv-app01,81.39,7418.96,84.03,73.72,83.7,385.82,1.622,2356
EquityInsight,2025-05-31,18:01:55,srv-db01,94.55,1176.55,24.64,87.68,85.34,958.02,0.903,7277
EquityInsight,2025-05-31,18:11:55,srv-db01,57.83,10505.03,58.72,39.48,43.91,701.08,2.502,3655
MarketAnalyzer,2025-05-31,18:21:55,srv-db01,21.5,890.06,34.48,77.09,22.7,31.26,3.707,3596
OptionMaster,2025-05-31,18:31:55,srv-db02,70.68,5700.5,6.93,54.6,50.63,705.1,3.02,3954
StockTraderPro,2025-05-31,18:41:55,srv-cache01,17.37,14822.49,18.61,21.71,83.98,200.93,2.81,9440
EquityInsight,2025-05-31,18:51:55,srv-web01,30.67,1254.57,15.39,62.7,59.84,914.39,4.974,5469
FinTransact,2025-05-31,19:01:55,srv-cache01,46.3,12114.14,85.59,86.33,2.91,469.22,1.143,6795
RiskGuardian,2025-05-31,19:11:55,srv-app01,51.87,9543.03,34.25,2.66,56.56,225.6,2.6,9927
TradeStream,2025-05-31,19:21:55,srv-cache01,84.81,11372.29,65.89,13.5,44.13,493.32,2.9,1298
TradeStream,2025-05-31,19:31:55,srv-db01,94.26,6883.14,0.14,31.89,54.74,732.83,0.432,1861
LoanLogic,2025-05-31,19:41:55,srv-cache01,76.06,7125.75,13.64,3.59,18.81,965.55,0.575,7606
BondWatch,2025-05-31,19:51:55,srv-app02,52.21,5363.51,78.54,42.63,55.62,869.39,1.676,7999
CryptoFlow,2025-05-31,20:01:55,srv-db02,32.82,8894.74,18.68,89.76,40.6,448.51,3.926,8664
CryptoFlow,2025-05-31,20:11:55,srv-web01,48.0,14808.12,52.72,82.54,69.41,960.28,1.416,3176
TradeStream,2025-05-31,20:21:55,srv-app01,52.05,5781.05,19.65,26.22,9.81,103.15,0.225,2784
OptionMaster,2025-05-31,20:31:55,srv-db01,75.28,3427.14,23.36,24.21,72.86,376.44,3.212,4939
MarketAnalyzer,2025-05-31,20:41:55,srv-cache01,79.03,13340.42,53.85,51.09,99.52,193.32,4.631,3265
FinTransact,2025-05-31,20:51:55,srv-db02,10.92,15073.54,87.95,7.24,65.93,159.55,4.42,896
StockTraderPro,2025-05-31,21:01:55,srv-app02,15.56,1816.79,71.28,1.28,81.42,54.59,0.084,9449
EquityInsight,2025-05-31,21:11:55,srv-app01,35.98,6440.59,29.52,32.35,37.46,401.88,0.978,9064
CryptoFlow,2025-05-31,21:21:55,srv-cache01,91.29,13191.35,90.63,46.3,10.97,72.83,0.162,6925
OptionMaster,2025-05-31,21:31:55,srv-app01,11.14,8951.96,47.69,98.38,65.49,171.36,0.957,8624
TradeStream,2025-05-31,21:41:55,srv-web01,86.42,6722.28,11.02,93.34,69.71,311.84,3.304,2775
CryptoFlow,2025-05-31,21:51:55,srv-app02,42.35,1815.92,62.4,42.09,67.84,967.97,0.308,116
RiskGuardian,2025-05-31,22:01:55,srv-db02,40.2,15663.36,79.56,63.46,55.84,542.76,1.202,9629
PortfolioPro,2025-05-31,22:11:55,srv-app02,57.57,2007.98,35.08,24.06,30.4,638.19,2.392,5691
MarketAnalyzer,2025-05-31,22:21:55,srv-cache01,87.42,4638.93,30.67,28.04,94.89,33.76,0.769,3732
OptionMaster,2025-05-31,22:31:55,srv-db02,28.27,11767.82,26.74,71.11,34.08,58.47,0.94,2492
BondWatch,2025-05-31,22:41:55,srv-app02,74.3,9013.43,98.81,73.92,63.54,426.69,2.15,6906
FinTransact,2025-05-31,22:51:55,srv-app02,26.66,14529.02,80.34,97.93,63.36,841.21,0.891,6541
MarketAnalyzer,2025-05-31,23:01:55,srv-db01,18.8,12270.71,93.14,50.83,97.49,631.51,2.344,1923
RiskGuardian,2025-05-31,23:11:55,srv-db01,54.44,4596.07,90.74,77.46,50.35,730.73,3.179,9937
RiskGuardian,2025-05-31,23:21:55,srv-cache01,43.35,15300.06,98.54,8.31,63.85,593.63,0.402,8002
CryptoFlow,2025-05-31,23:31:55,srv-cache01,92.32,2155.37,97.18,62.19,28.78,431.55,2.659,3034
LoanLogic,2025-05-31,23:41:55,srv-db01,36.53,15946.13,84.94,7.89,17.02,90.06,2.91,3666
MarketAnalyzer,2025-05-31,23:51:55,srv-app02,81.78,4635.96,2.14,59.51,98.59,692.17,3.26,328
FinTransact,2025-06-01,00:01:55,srv-web01,76.73,9878.26,51.31,0.22,95.87,819.79,2.5,1713
FinTransact,2025-06-01,00:11:55,srv-db01,48.99,4414.03,12.09,16.87,59.45,974.74,0.33,455
PortfolioPro,2025-06-01,00:21:55,srv-db02,68.23,8363.16,39.93,98.35,46.13,948.5,3.29,5089
FinTransact,2025-06-01,00:31:55,srv-cache01,45.85,15639.47,46.83,93.22,45.95,802.79,1.109,6029
TradeStream,2025-06-01,00:41:55,srv-app01,92.07,9258.99,99.64,78.12,42.82,227.43,3.863,7545
TradeStream,2025-06-01,00:51:55,srv-db02,42.28,4874.47,2.69,13.32,39.23,295.09,4.22,7774
EquityInsight,2025-06-01,01:01:55,srv-db01,14.4,3256.84,29.06,94.99,58.97,138.05,0.17,7808
StockTraderPro,2025-06-01,01:11:55,srv-web01,59.59,6805.68,37.9,25.23,65.48,831.72,1.258,125
OptionMaster,2025-06-01,01:21:55,srv-web01,43.94,7435.4,43.57,60.78,57.36,657.19,3.492,3898
ForexPulse,2025-06-01,01:31:55,srv-app01,47.97,10333.73,14.61,82.82,30.22,366.17,4.505,8449
EquityInsight,2025-06-01,01:41:55,srv-app01,30.76,9652.91,26.91,5.48,54.38,380.3,0.032,7181
PortfolioPro,2025-06-01,01:51:55,srv-app01,10.37,4549.54,62.48,12.51,18.76,782.4,0.612,4958
PortfolioPro,2025-06-01,02:01:55,srv-web01,53.49,13198.03,81.54,40.16,78.49,172.56,0.536,9956
LoanLogic,2025-06-01,02:11:55,srv-db01,40.53,5670.89,91.87,30.1,77.18,288.87,0.614,5564
EquityInsight,2025-06-01,02:21:55,srv-cache01,70.07,10624.28,17.03,55.11,55.52,787.2,2.828,7080
EquityInsight,2025-06-01,02:31:55,srv-db02,76.28,6318.28,63.23,89.89,95.2,905.25,3.002,8382
EquityInsight,2025-06-01,02:41:55,srv-db02,72.54,15386.38,81.6,34.53,53.3,603.88,1.631,2909
MarketAnalyzer,2025-06-01,02:51:55,srv-app01,64.86,14625.25,1.94,83.85,3.71,120.66,2.156,5688
BondWatch,2025-06-01,03:01:55,srv-db02,24.48,2692.82,99.95,79.18,8.85,934.18,3.572,5293
EquityInsight,2025-06-01,03:11:55,srv-db02,79.69,7698.71,31.68,1.2,5.46,178.51,2.407,8223
TradeStream,2025-06-01,03:21:55,srv-db01,81.76,4413.8,13.95,37.62,26.86,114.37,3.18,1046
PortfolioPro,2025-06-01,03:31:55,srv-web01,93.01,8128.54,84.42,7.29,82.72,908.99,1.89,7536
PortfolioPro,2025-06-01,03:41:55,srv-web01,59.97,12932.57,19.85,69.67,37.88,670.61,1.714,1693
PortfolioPro,2025-06-01,03:51:55,srv-db02,53.7,14890.63,63.9,29.72,17.79,550.57,0.551,4786
PortfolioPro,2025-06-01,04:01:55,srv-web01,40.11,7759.35,27.82,47.78,57.15,488.53,4.277,2500
BondWatch,2025-06-01,04:11:55,srv-app02,24.29,2342.16,55.78,50.48,26.94,384.25,4.079,6405
TradeStream,2025-06-01,04:21:55,srv-db02,87.93,4107.59,65.4,90.51,4.61,519.37,3.2,1758
MarketAnalyzer,2025-06-01,04:31:55,srv-app01,13.44,15983.23,71.5,4.9,68.6,775.72,3.333,2520
BondWatch,2025-06-01,04:41:55,srv-web01,60.62,14293.88,68.13,83.42,12.38,48.57,2.722,8457
EquityInsight,2025-06-01,04:51:55,srv-db02,77.22,4266.47,54.28,19.07,16.58,544.44,1.506,2779
LoanLogic,2025-06-01,05:01:55,srv-web01,87.57,15337.03,84.05,85.34,36.86,114.42,2.201,2581
MarketAnalyzer,2025-06-01,05:11:55,srv-web01,32.19,7047.45,69.71,2.65,30.07,842.8,0.147,8124
StockTraderPro,2025-06-01,05:21:55,srv-db01,58.95,1390.1,17.45,89.86,27.35,306.81,1.537,2561
RiskGuardian,2025-06-01,05:31:55,srv-app02,55.61,3048.27,23.72,27.34,23.05,936.1,1.154,2718
PortfolioPro,2025-06-01,05:41:55,srv-db01,48.13,16038.56,69.07,75.77,78.14,34.95,2.094,9449
LoanLogic,2025-06-01,05:51:55,srv-db01,70.6,13337.84,15.28,29.56,75.06,92.08,1.598,1649
TradeStream,2025-06-01,06:01:55,srv-web01,77.67,10337.99,54.62,69.02,46.81,212.8,4.333,4681
LoanLogic,2025-06-01,06:11:55,srv-web01,82.15,3866.05,71.33,51.85,76.59,392.53,3.014,2147
MarketAnalyzer,2025-06-01,06:21:55,srv-app01,32.07,1958.42,2.91,11.32,3.78,627.12,4.649,6297
PortfolioPro,2025-06-01,06:31:55,srv-cache01,71.59,13454.42,22.74,24.36,17.66,486.88,2.677,8288
PortfolioPro,2025-06-01,06:41:55,srv-app01,26.89,3798.75,12.62,13.08,81.18,651.65,4.132,7943
TradeStream,2025-06-01,06:51:55,srv-db02,85.81,13005.41,38.99,32.0,14.82,249.48,2.442,9536
ForexPulse,2025-06-01,07:01:55,srv-web01,66.26,1343.96,58.48,30.79,50.15,306.68,0.765,6129
BondWatch,2025-06-01,07:11:55,srv-db02,80.39,9812.81,46.14,35.41,96.59,692.66,0.319,1194
ForexPulse,2025-06-01,07:21:55,srv-cache01,64.91,12221.06,18.69,64.77,46.63,921.32,4.28,106
RiskGuardian,2025-06-01,07:31:55,srv-db01,67.99,8933.35,36.43,47.36,67.63,461.05,3.916,7913
StockTraderPro,2025-06-01,07:41:55,srv-db01,25.52,14640.9,60.2,79.85,30.55,589.28,3.69,595
PortfolioPro,2025-06-01,07:51:55,srv-app01,92.33,9026.6,88.49,88.02,32.59,271.21,0.524,6702
EquityInsight,2025-06-01,08:01:55,srv-db02,44.2,8717.14,90.7,91.41,96.85,753.15,2.56,30
ForexPulse,2025-06-01,08:11:55,srv-db02,83.2,7120.82,24.4,18.84,29.64,122.78,4.038,1458
RiskGuardian,2025-06-01,08:21:55,srv-app01,45.3,13973.9,36.15,10.85,84.07,716.59,1.383,9439
BondWatch,2025-06-01,08:31:55,srv-web01,19.78,4191.6,43.11,63.56,4.35,334.36,4.307,7974
LoanLogic,2025-06-01,08:41:55,srv-web01,13.05,9911.35,76.76,74.76,55.75,140.31,4.389,8960
ForexPulse,2025-06-01,08:51:55,srv-cache01,61.3,1257.47,30.25,89.15,53.57,455.57,0.267,6642
MarketAnalyzer,2025-06-01,09:01:55,srv-app02,44.95,1208.49,2.18,42.63,71.52,737.4,4.485,845
EquityInsight,2025-06-01,09:11:55,srv-app02,73.75,10738.11,92.76,97.12,96.75,210.91,4.966,2242
EquityInsight,2025-06-01,09:21:55,srv-web01,67.29,1455.33,94.78,98.34,93.64,693.61,1.435,9180
RiskGuardian,2025-06-01,09:31:55,srv-cache01,18.12,3047.62,42.94,18.09,54.34,575.21,1.984,5358
PortfolioPro,2025-06-01,09:41:55,srv-app01,66.61,1608.57,16.8,50.5,80.77,502.22,2.726,2558
BondWatch,2025-06-01,09:51:55,srv-app02,56.76,5256.15,78.92,12.47,23.85,384.25,2.919,998
PortfolioPro,2025-06-01,10:01:55,srv-db01,55.43,6318.35,72.73,16.7,25.53,810.63,2.338,5860
CryptoFlow,2025-06-01,10:11:55,srv-db01,62.13,9618.31,20.86,26.87,28.77,306.82,3.253,9044
TradeStream,2025-06-01,10:21:55,srv-cache01,23.57,2586.68,96.81,83.92,41.4,82.53,0.57,8495
StockTraderPro,2025-06-01,10:31:55,srv-db01,21.09,9078.02,9.06,59.57,96.77,602.37,1.682,5955
OptionMaster,2025-06-01,10:41:55,srv-app02,24.87,6560.32,25.83,68.39,61.42,267.08,2.57,728
BondWatch,2025-06-01,10:51:55,srv-web01,54.16,15005.99,9.69,7.89,3.15,579.75,2.88,8870
LoanLogic,2025-06-01,11:01:55,srv-app01,14.1,11093.43,71.29,15.59,96.67,608.19,2.834,2444
MarketAnalyzer,2025-06-01,11:11:55,srv-db02,32.9,4098.84,20.21,80.39,73.62,104.27,1.901,2842
TradeStream,2025-06-01,11:21:55,srv-cache01,69.09,8931.89,98.93,67.54,57.62,524.1,4.937,6814
StockTraderPro,2025-06-01,11:31:55,srv-app02,94.2,8520.28,55.61,33.46,21.25,489.47,2.248,6612
EquityInsight,2025-06-01,11:41:55,srv-db02,61.35,12083.14,84.01,82.15,21.98,611.24,0.133,1406
EquityInsight,2025-06-01,11:51:55,srv-web01,63.7,7038.52,35.26,50.37,18.18,503.68,0.376,6108
EquityInsight,2025-06-01,12:01:55,srv-db01,80.33,6393.96,64.55,55.34,23.47,958.29,4.664,2947
FinTransact,2025-06-01,12:11:55,srv-db01,25.95,3030.34,48.53,69.96,40.18,417.17,0.117,9778
LoanLogic,2025-06-01,12:21:55,srv-app02,32.34,2614.84,2.35,63.79,6.98,730.39,0.33,4469
TradeStream,2025-06-01,12:31:55,srv-db01,92.73,12993.0,5.36,18.53,17.05,774.89,3.718,9233
RiskGuardian,2025-06-01,12:41:55,srv-db02,10.32,6549.1,41.3,84.44,12.84,309.53,3.869,1372
EquityInsight,2025-06-01,12:51:55,srv-cache01,62.05,10605.03,94.4,59.22,75.26,39.38,1.075,8356
BondWatch,2025-06-01,13:01:55,srv-db01,24.53,4463.17,68.58,92.77,85.13,250.03,3.415,5683
LoanLogic,2025-06-01,13:11:55,srv-cache01,49.52,7726.39,64.11,78.79,98.37,39.43,2.897,9024
MarketAnalyzer,2025-06-01,13:21:55,srv-db02,37.15,3077.56,24.99,22.98,17.61,78.5,0.511,767
CryptoFlow,2025-06-01,13:31:55,srv-web01,79.98,12310.11,93.87,7.24,35.86,407.27,2.888,6733
EquityInsight,2025-06-01,13:41:55,srv-app01,55.12,7857.43,60.19,48.89,12.05,685.52,0.389,5178
LoanLogic,2025-06-01,13:51:55,srv-cache01,56.99,14333.55,84.37,67.73,41.25,234.75,4.903,9693
TradeStream,2025-06-01,14:01:55,srv-web01,80.81,11691.21,73.95,50.48,24.33,542.53,3.249,5966
TradeStream,2025-06-01,14:11:55,srv-db02,74.72,2559.77,63.23,94.62,30.04,183.98,0.308,8917
RiskGuardian,2025-06-01,14:21:55,srv-app02,55.41,2046.43,18.2,35.13,36.35,502.26,2.874,3826
EquityInsight,2025-06-01,14:31:55,srv-app02,43.77,8670.43,96.63,64.16,92.97,585.52,0.362,6657
EquityInsight,2025-06-01,14:41:55,srv-web01,58.49,1400.29,74.72,86.31,60.46,535.75,2.077,9271
PortfolioPro,2025-06-01,14:51:55,srv-db02,49.18,7251.18,3.32,66.83,75.54,209.09,0.124,2469
OptionMaster,2025-06-01,15:01:55,srv-db01,34.26,16172.26,11.37,71.7,54.85,326.88,0.649,7070
PortfolioPro,2025-06-01,15:11:55,srv-cache01,37.31,3395.37,4.74,56.35,63.92,356.33,3.653,7362
BondWatch,2025-06-01,15:21:55,srv-db01,50.89,10789.01,84.89,78.87,41.81,715.67,1.909,6127
PortfolioPro,2025-06-01,15:31:55,srv-app02,94.98,4216.73,58.73,83.67,26.23,405.07,4.214,8074
EquityInsight,2025-06-01,15:41:55,srv-app02,33.63,12046.79,71.49,14.37,91.09,588.28,1.279,6906
TradeStream,2025-06-01,15:51:55,srv-cache01,48.31,15451.91,85.34,45.26,24.02,926.69,0.323,8064
MarketAnalyzer,2025-06-01,16:01:55,srv-web01,94.96,2331.23,94.04,56.88,60.07,415.6,3.161,5098
ForexPulse,2025-06-01,16:11:55,srv-db02,48.68,12842.95,87.53,25.97,82.61,473.09,0.536,5715
ForexPulse,2025-06-01,16:21:55,srv-db01,64.81,2197.27,91.85,88.47,48.41,103.11,0.445,8741
BondWatch,2025-06-01,16:31:55,srv-app01,76.6,6586.2,66.03,41.76,53.29,143.88,1.354,6218
OptionMaster,2025-06-01,16:41:55,srv-app01,54.1,9111.75,46.32,5.34,80.02,155.6,3.534,7458
ForexPulse,2025-06-01,16:51:55,srv-app01,90.01,14805.39,70.83,58.74,4.31,275.96,1.078,804
CryptoFlow,2025-06-01,17:01:55,srv-db02,72.68,5804.56,29.87,0.84,67.86,94.31,1.032,7334
MarketAnalyzer,2025-06-01,17:11:55,srv-app01,10.97,13964.09,21.33,87.37,3.06,349.1,1.627,9432
EquityInsight,2025-06-01,17:21:55,srv-web01,51.18,9710.43,28.96,25.19,77.85,310.44,4.897,3848
PortfolioPro,2025-06-01,17:31:55,srv-db02,79.18,13045.49,55.56,32.08,22.55,168.94,0.18,4394
TradeStream,2025-06-01,17:41:55,srv-app01,31.24,8447.42,86.0,51.52,76.54,198.44,4.155,6003
OptionMaster,2025-06-01,17:51:55,srv-db01,30.87,2714.25,66.24,62.3,68.63,264.49,3.312,7640
FinTransact,2025-06-01,18:01:55,srv-web01,45.14,4695.0,12.79,90.81,93.28,440.62,1.296,771
LoanLogic,2025-06-01,18:11:55,srv-cache01,43.18,14399.32,20.96,40.02,9.46,340.25,3.415,1322
StockTraderPro,2025-06-01,18:21:55,srv-web01,80.48,1001.95,42.57,61.6,51.87,261.36,0.622,2360
StockTraderPro,2025-06-01,18:31:55,srv-cache01,58.59,14243.08,56.75,10.12,92.88,398.36,3.003,3837
PortfolioPro,2025-06-01,18:41:55,srv-app01,53.57,2131.14,1.72,72.6,58.47,109.35,3.371,5251
EquityInsight,2025-06-01,18:51:55,srv-app02,17.68,1495.27,46.19,63.75,14.35,157.04,1.086,6957
OptionMaster,2025-06-01,19:01:55,srv-db01,31.07,9720.4,16.51,43.48,1.48,156.22,1.496,7460
ForexPulse,2025-06-01,19:11:55,srv-cache01,11.52,12278.73,86.5,17.6,82.1,928.07,0.589,8718
OptionMaster,2025-06-01,19:21:55,srv-db02,76.81,4060.96,8.56,64.0,24.22,675.56,3.022,52
FinTransact,2025-06-01,19:31:55,srv-db02,75.19,907.54,2.93,79.81,47.98,981.02,1.87,6359
OptionMaster,2025-06-01,19:41:55,srv-db02,29.05,5558.55,45.63,8.13,47.55,260.11,2.732,7837
EquityInsight,2025-06-01,19:51:55,srv-app01,90.28,3889.94,2.18,94.51,4.71,900.4,4.629,6734
StockTraderPro,2025-06-01,20:01:55,srv-app02,85.61,4363.42,46.91,71.06,97.2,785.64,2.854,9105
CryptoFlow,2025-06-01,20:11:55,srv-db02,14.61,1369.69,31.17,68.24,17.66,192.02,3.604,5937
BondWatch,2025-06-01,20:21:55,srv-cache01,18.39,15897.83,23.19,45.72,82.16,631.59,3.795,5810
CryptoFlow,2025-06-01,20:31:55,srv-cache01,72.34,11618.86,91.65,3.2,13.64,576.38,1.434,241
PortfolioPro,2025-06-01,20:41:55,srv-db01,18.3,11424.69,38.0,41.27,47.43,180.08,4.35,6782
BondWatch,2025-06-01,20:51:55,srv-app02,24.9,16206.52,32.58,89.41,54.8,620.42,0.832,8652
StockTraderPro,2025-06-01,21:01:55,srv-app02,52.44,12438.07,98.75,70.83,88.05,132.74,2.475,7337
RiskGuardian,2025-06-01,21:11:55,srv-app01,69.19,8630.72,8.12,36.51,63.75,957.08,2.154,163
OptionMaster,2025-06-01,21:21:55,srv-web01,88.63,10447.61,79.83,74.38,3.64,660.64,1.211,4734
BondWatch,2025-06-01,21:31:55,srv-app02,39.79,14601.37,20.03,58.92,87.22,363.48,4.86,956
EquityInsight,2025-06-01,21:41:55,srv-db01,46.86,8664.93,69.38,65.84,73.48,204.38,3.658,6669
LoanLogic,2025-06-01,21:51:55,srv-db01,68.75,1936.08,84.58,95.65,77.64,617.59,0.292,7561
OptionMaster,2025-06-01,22:01:55,srv-cache01,66.86,12569.96,39.34,26.51,62.2,883.81,4.636,9921
RiskGuardian,2025-06-01,22:11:55,srv-cache01,66.62,2925.83,95.14,77.5,48.03,626.12,2.437,1134
PortfolioPro,2025-06-01,22:21:55,srv-web01,67.37,4722.13,71.74,5.01,69.67,901.96,2.543,4453
PortfolioPro,2025-06-01,22:31:55,srv-db02,41.34,10054.81,89.76,67.7,61.86,327.97,2.211,4024
FinTransact,2025-06-01,22:41:55,srv-db01,58.26,11598.49,56.99,30.74,59.04,995.53,0.365,7837
LoanLogic,2025-06-01,22:51:55,srv-cache01,13.23,3757.75,75.87,92.53,13.23,580.03,3.17,2178
CryptoFlow,2025-06-01,23:01:55,srv-app01,70.76,2772.55,60.08,84.77,10.13,795.86,2.098,1708
EquityInsight,2025-06-01,23:11:55,srv-db01,89.37,13990.39,4.41,79.92,83.3,338.19,1.161,1574
PortfolioPro,2025-06-01,23:21:55,srv-db02,64.29,5203.68,5.2,13.33,70.46,233.09,1.306,286
ForexPulse,2025-06-01,23:31:55,srv-web01,19.37,7593.78,56.22,73.48,88.62,577.32,4.51,9395
MarketAnalyzer,2025-06-01,23:41:55,srv-db01,81.12,7265.22,93.8,69.01,71.59,804.55,2.964,6334
ForexPulse,2025-06-01,23:51:55,srv-web01,86.31,12391.29,1.59,95.31,43.76,79.49,2.226,5580
ForexPulse,2025-06-02,00:01:55,srv-app02,60.38,7188.17,31.85,79.29,76.44,703.19,1.786,3899
